186331,52.26008,0.56723
246262,51.50425,-0.12948
512988,51.98827,-4.67792
252450,51.75803,-1.57649
990921,54.18912,-7.56057
292819,51.06527,0.03443
529316,52.78858,-4.74026
959970,54.86529,-6.45686
297881,51.28702,0.45006
319170,50.93765,-0.49214
942074,54.23711,-6.50256
490888,51.48783,-3.18728
585802,54.25873,-2.77706
124664,53.40589,-0.88265
843629,57.01085,-3.39576
656731,55.86155,-3.87409
630346,54.9257,-3.94844
834011,57.44295,-2.38813
467642,52.0629,-3.61341
592207,54.51765,-3.61345
350777,50.52156,-2.45431
817693,57.20649,-3.82693
645593,55.51534,-4.58343
532210,53.25238,-4.53524
527770,52.91426,-4.15683
737056,57.35782,-7.38385
499552,51.71402,-4.36632
253699,51.86026,-1.69148
214288,52.67808,1.28133
608160,54.08507,-4.6307
465636,52.21528,-3.45029
117629,53.00528,-1.24969
751649,58.28807,-4.44101
425000,52.75701,-3.46411
102844,53.12755,-1.97993
535672,53.09389,-3.94016
232673,51.73302,0.43079
999192,49.432,-2.598
999808,-7.967,-14.4
206102,52.45621,1.16399
157291,52.8729,0.14021
764671,59.52654,-1.62777
781339,58.16834,-4.72596
743232,58.0637,-5.01493
764672,59.52654,-1.62777
