321374,50.81422,-0.92098
626888,54.80326,-4.00663
542723,52.90728,-3.58303
955825,54.66357,-6.22436
190541,52.45875,0.6729
164016,52.61099,-0.45963
247345,51.54815,-0.41534
578322,53.85361,-2.76541
971700,54.57209,-5.65603
520758,52.43193,-4.01929
899981,55.96646,-3.20598
953638,54.81737,-6.0039
411688,51.50275,-1.99094
565259,53.3598,-2.38053
115901,52.8361,-1.24961
561699,53.6085,-2.17709
287675,51.30346,-0.08994
600988,54.50196,-2.68347
965443,55.18062,-6.15336
899387,55.92838,-3.34294
957324,54.72106,-6.81376
376660,50.5016,-4.66579
567734,53.49701,-3.0563
301095,51.34597,1.33716
172604,52.01405,-0.59457
575549,53.84487,-2.46847
675179,55.44081,-5.69571
296649,51.14121,0.59737
583954,54.07615,-2.85825
284153,51.41142,-0.37652
513867,52.27155,-3.91469
482947,51.92402,-3.48781
329463,51.14934,-1.56851
999802,36.15,-5.35
472771,52.24259,-2.8845
309753,50.89038,0.31818
146128,53.09352,-0.17119
146453,53.03088,-0.50194
577270,53.77461,-3.03647
738538,57.85918,-5.63159
315635,50.83561,-0.29194
236429,51.55423,0.82872
433709,52.79433,-2.66329
264250,51.6199,-1.09712
517548,52.13914,-4.56999
492140,51.40497,-3.43952
677030,55.68132,-6.24866
552982,53.08589,-2.52463
336378,51.16127,-1.75317
221993,52.12342,0.9591
790636,57.7251,-4.89419
610123,55.31184,-3.20545
549025,53.17516,-2.98499
487363,51.78338,-3.2667
465206,51.94753,-1.95271
325741,51.00835,-1.33388
350280,50.61311,-1.95737
994617,54.32951,-7.59413
169350,52.04126,-1.01177
811396,57.64574,-3.56202
519579,52.34395,-3.94683
247539,51.47872,-0.44904
576635,53.77403,-2.70337
970489,54.60283,-5.82859
645405,55.47699,-4.56384
193361,52.65096,0.56772
974985,54.24504,-5.83066
381599,49.91404,-6.29488
432252,52.7774,-2.42631
976171,54.07668,-6.18303
358327,50.85969,-3.2389
395164,51.08865,-4.14743
721758,57.25718,-5.80418
382432,50.21782,-5.32656
246691,51.56009,-0.17839
604743,54.6699,-2.78644
510502,51.85932,-4.92046
270401,51.44078,-0.93662
885314,56.37745,-2.86051
390882,50.76819,-3.90277
970635,54.66857,-5.74742
418121,51.52144,-2.57577
695548,56.86675,-4.7067
916166,55.3583,-2.51741
336403,51.20125,-1.80443
274319,51.68133,-0.80528
257863,51.99773,-1.40465
608161,54.08507,-4.6307
233754,51.89568,0.45225
999806,-51.817,-58.45
284337,51.14352,-0.22786
963678,55.04782,-6.25433
759235,60.74891,-0.85365
531407,53.26027,-4.37482
355365,50.73661,-3.40458
100789,52.73673,-1.6396
429745,52.58961,-2.94823
142508,53.3066,-0.54649
964912,55.23443,-6.51112
142002,53.17509,-0.52173
287051,51.48135,-0.29276
851405,56.85205,-2.26435
593331,54.61386,-3.15525
283425,51.31027,-0.47478
295607,51.0766,0.46117
201424,52.82367,0.65408
706885,57.1816,-5.37346
457096,52.14803,-2.03979
401004,51.00586,-2.64148
763889,60.13946,-1.18299
239258,51.6634,0.04298
603171,55.05013,-2.55297
941268,54.29661,-6.11019
918848,55.7086,-2.3833
593298,54.61971,-3.07912
785356,57.81907,-3.96524
767476,58.95387,-2.89988
452039,52.20539,-1.60345
268197,51.51928,-1.54735
814337,56.94024,-4.2366
449608,52.42406,-1.53498
271418,51.27944,-0.77107
598678,54.57232,-2.41172
280840,51.1777,-0.84866
410165,51.60647,-2.21947
999807,34.583,32.983
220392,52.16229,1.28136
368490,50.35435,-4.11986
380838,50.0838,-5.25609
637803,54.74283,-4.95741
860008,56.41915,-4.65976
203879,52.93318,1.29273
271976,51.2385,-0.94346
730166,57.78027,-6.89629
999813,-15.933,-5.667
811541,57.71153,-3.32186
541029,53.25905,-3.50754
588848,54.12474,-3.25657
356452,51.08636,-3.60775
637496,54.85902,-4.93414
138518,53.08802,0.27265
683630,56.45054,-5.43859
203770,52.949,1.12413
448621,52.35844,-1.32987
727289,58.21382,-6.31772
800781,57.15605,-5.18103
798113,57.4597,-4.37192
667592,55.74932,-4.90659
224244,52.09022,0.62961
386256,50.82799,-4.54483
844215,57.03746,-3.21897
388956,50.70293,-3.97634
773654,58.23059,-3.92063
174063,52.22654,-0.46376
511466,51.70841,-5.05229
804798,57.32846,-4.4847
939065,54.88504,-6.96596
196391,52.40121,-0.23532
719011,56.49999,-6.8796
130062,53.63664,-0.65777
919809,55.52987,-1.91676
845988,57.07595,-2.83948
606337,54.93422,-2.96223
346476,50.7789,-1.83483
653522,55.62713,-3.73481
594915,54.64898,-3.45812
456754,52.2477,-1.93352
940334,55.16038,-6.94835
841538,57.18681,-2.21323
497263,51.56513,-3.98056
471492,52.07964,-2.80102
881880,56.32645,-3.72734
931912,54.70703,-7.57668
660195,55.9068,-4.53122
183798,52.24501,0.10196
770766,58.45406,-3.0884
276541,51.80624,-0.35858
457173,52.0996,-2.05856
485338,51.71387,-2.92184
713572,57.61305,-5.30503
333959,50.57506,-1.29549
160108,52.27316,-0.87937
841497,57.20506,-2.2037
