51.874767,-1.740083,1029TH
52.845991,-0.100848,E2043
50.976043,-2.793549,52119
52.323618,-0.101287,E21136
52.51274,-2.205945,2067
53.858854,-2.743276,720215
50.965045,-0.323238,E9250
54.080705,-2.024779,F1906
51.038451,-0.100268,E8266
51.571482,-1.449342,1771TH
51.521892,-2.521122,531118
51.083697,-2.586936,52207
53.296901,-0.131922,E1147
53.407591,-2.294665,693115
53.493682,-2.229815,690611
52.151539,0.067146,E21720
51.589297,-0.381167,2804TH
54.246377,-0.778392,L2517
51.296962,-1.056426,2406TH
51.908463,-0.46427,4615TH
51.076527,-1.803528,43165
52.76777,-2.839715,2020
51.415005,-0.308869,3400TH
53.944393,-1.886441,L1931
51.713499,-1.420988,1090_w2TH
50.710758,-2.638832,44112
55.142955,-2.208614,23008
53.611067,-2.178685,690203
53.26962,-0.952008,4036
50.393426,-3.73051,46128
51.874477,-0.149495,4827TH
52.061919,-2.659977,055003_TG_316
53.851912,-1.157795,L2011
53.536358,-1.366253,L08015
51.746918,-2.217953,2206
52.574167,-1.035067,4161
53.289231,-2.148611,693426
54.330571,-2.742287,730506
51.426965,-2.459703,53131
50.805852,-1.990007,43216
50.580497,-3.472207,45171
52.877141,-1.759128,4124
53.022669,-0.746145,E2901
52.247533,-1.793996,2095
55.344803,-2.122952,22014
52.908305,0.504442,E21127
50.782406,-3.496159,45134
53.60958,-1.705229,L1115
53.550068,-0.501979,E2790
53.7781,-0.713178,L3404
54.336432,-1.450586,L2322
51.412847,-1.526019,2241TH
54.648336,-2.614388,760502
50.990287,-1.335564,E12442
51.574894,-0.043637,5380TH
54.885739,-2.937513,765045
54.262449,-0.859287,L2545
53.526193,-1.473913,F0815
54.341859,-3.218047,740101
52.998853,-0.408576,E4411
51.45411,-2.586653,531109
53.697959,-1.873488,L1203
51.56631,-0.483905,2870TH
52.948176,-1.183337,4435
52.206967,-2.235272,2642
54.904713,-2.265082,23036
53.498488,-0.664311,4064
54.651055,-2.743236,761659
52.255374,-2.193909,2011
54.352722,-2.940028,735225
53.998678,-1.266199,F2102
53.863761,-2.817872,720517
51.072524,-1.77754,43119
51.619051,0.008836,5376TH
52.735281,1.480458,E21563
53.234132,-2.827991,684027
50.31395,-3.800717,46119
51.002867,-0.027718,E8210
53.326718,-1.328824,L0307
51.052481,-4.190446,50122
51.43615,-0.514892,2896TH
52.129553,-0.753104,E60601
51.31742,-2.206553,53122
51.140148,-0.959908,3015TH
52.401841,-0.5448,E2062
51.105167,0.948046,E4351
51.683092,-1.268125,1681TH
51.049578,-2.276018,43207
53.166753,-1.164236,4115
50.752006,-3.454461,45162
52.177055,-2.28833,2086
52.240918,-1.083171,E2285
51.415798,0.742491,E2900-southern
51.0582,-1.308338,E12470
50.156881,-5.432918,48125
54.235258,-1.341973,L2313
54.466168,-0.944968,L2907
53.42353,-2.141405,692423
51.196412,-4.120133,50197
53.607043,-2.793103,700306
53.009557,-1.190048,4203
53.744763,-2.010569,L1231
51.571821,-1.816698,0319TH
51.607093,-0.271414,3826TH
51.812151,0.158674,5151TH
51.169425,-2.364153,53197
52.09308,0.693213,E22548
52.90501,-0.255888,E1662
51.848419,-2.217412,2670
51.257785,1.030079,E3951
53.560696,-1.473078,F0806
51.121217,0.85627,E4402
51.435695,-0.027404,4369TH
50.652217,-3.320001,45213
52.474903,1.71041,E24823
51.14633,-3.373795,51107
50.807196,-2.739279,44131
51.666656,-1.305189,1790TH
54.967781,-2.460104,23027
50.799229,-4.450269,47131
52.998306,-1.525391,4055
51.086429,-1.181847,E12781
52.092165,-1.942876,2002
52.226571,-2.730348,055021_TG_305
51.868902,-2.196045,2262
53.022732,-0.379369,E1750
52.135453,0.794489,E21058
54.218531,-2.774107,731013
51.262934,-0.867562,2455TH
52.855534,-1.648727,4018
51.219143,-3.751991,50150
51.95095,-1.679842,1210TH
51.832287,-2.270144,2225
51.509305,-0.69032,2607TH
51.89895,0.851031,E22761
53.557357,-2.388815,690408
51.898975,0.358984,E21183
53.1201,-2.012802,4143
53.918229,-2.006046,L1505
51.681471,0.004958,5329TH
50.361418,-4.715659,48190
52.654318,-0.461033,E2647
52.317315,-0.072946,E24267
52.709797,-2.75808,2077
51.661693,0.209122,5442TH
54.613784,-3.050496,750504
51.704664,-0.336052,2819TH
50.710701,-4.56631,47169
51.390617,-0.48637,2902TH
50.734613,-3.547352,45116
53.681612,-1.517112,L1357
50.321143,-4.961751,48116
53.187011,0.096794,E1788
54.299848,-0.717923,F25110
54.270085,-1.467898,L2304
52.587333,-0.568186,E2141
51.461325,-0.967884,2200TH
54.483499,-1.553528,L3609
51.437409,-1.576981,2230TH
51.864982,-2.252201,2165
52.085266,0.665897,E22539
53.836305,-2.232297,712130
53.266027,-1.410737,F0203
51.840037,-2.142115,2661
51.160212,-0.163604,3229TH
53.982002,-2.097548,F1508
53.561524,-2.316991,690250
51.72955,-1.239792,1501TH
52.03494,-2.116566,2128
52.916247,-2.171867,4083
52.371419,1.099743,E24814
50.731934,-2.752192,44122
55.023247,-1.698085,23018
51.402823,-0.539779,2928TH
50.493456,-4.149573,47122
53.055864,-1.782274,4046
54.89341,-2.910796,764070
53.250167,-0.313829,E1245
53.208433,-0.108817,E1839
52.952707,-1.07772,4009
51.194078,0.065165,E1110
54.666243,-3.236916,751020
51.537816,-2.481077,53141
51.674733,-1.9904,0130TH
51.171609,0.799508,E4370
51.079805,-2.869413,52157
51.037252,-2.278768,43226
54.986798,-2.920411,770302
51.373583,-0.138986,4150TH
54.093099,-0.263772,F3004
51.646694,-1.865536,0190TH
51.291026,0.511282,E581
53.367798,-1.521432,L0414
51.500923,-0.482762,2885TH
54.555577,-2.743431,761260
52.026751,-0.266941,E22344
54.173347,-0.984145,L2592
53.54925,-2.625999,700325
51.972195,0.774544,E21856
50.311991,-5.166154,48107
51.116056,-2.430837,52208
51.021033,-3.132608,52110
55.517539,-2.005254,21030
51.891766,-2.103713,2652
53.411889,-3.088778,685513
51.584844,-0.180888,3815TH
50.878052,0.500069,E7050
52.831898,-1.273539,4074
53.496174,-0.11262,E1013
52.192643,-0.064443,E24805
54.608017,-3.107571,750806
52.164097,-1.857348,2615
51.776669,-1.298428,1302TH
50.665978,-2.480781,44113
51.377564,-0.952526,2469_w1TH
54.812531,-2.443415,23009
51.691657,-0.027263,5322TH
53.335557,-1.683843,4037
53.221702,-0.541127,E2814
50.539272,-3.702255,46129
51.548783,-0.397836,3629TH
50.558795,-4.637796,49129
50.99964063,-0.402813615,E9183
50.939901,-3.907581,50132
51.753138,-0.982253,1961TH
51.455821,-2.065573,53132
51.048996,-2.41251,43217
53.226658,-0.368683,E2902
50.100002,-5.279794,48172
55.151643,-1.917583,22015
54.125115,-2.589971,724326
53.351517,-1.484072,L0405
51.703222,-0.022505,5318TH
50.883029,-3.489856,45135
53.71811,-1.638949,L1376
51.501216,-0.12385,6
53.380045,-2.406589,693515
54.603816,-1.16076,L3901
54.338848,-1.442218,L2323
51.682315,-0.315607,2808TH
51.884491,-1.012852,1471TH
53.277575,-2.455855,681213
53.70594,-1.91329,L1241
51.563545,-1.722961,0712TH
53.23087,-0.555797,E1672
51.423993,-0.308538,3404TH
54.295374,-3.237418,740102
54.868007,-3.394362,755900
51.133674,0.880127,E4412
52.537116,-0.824895,E2717
53.73128,-1.983282,L1204
55.61121,-2.395446,21021
50.715805,-2.5855,44239
55.142852,-2.261953,23037
51.242295,-1.662004,43157
50.413192,-4.331177,47141
53.293511,-0.750996,4065
51.090021,-1.181212,E12791
52.518826,0.252026,E21341
53.655307,-2.676594,700404
52.706629,-2.60558,2012
54.338025,-2.970931,735226
51.863183,-2.221361,2272
52.028582,-1.326852,1437TH
51.709101,0.239586,5427TH
51.523317,-1.141252,2003TH
53.732891,-2.045203,L12061
53.019889,-1.425573,4190
51.716858,-1.374624,1099TH
52.069056,0.474036,E22511
52.748345,-0.50217,E2694
51.213836,-3.841064,50123
53.923505,-1.933535,L1515
54.462673,-1.19921,L3804
51.343988,-2.134327,53123
52.231962,-0.97793,E1946
53.716861,-2.096931,F1207
51.034216,-2.265615,43208
53.226502,-1.008036,4116
52.00171,-2.163093,2087
53.751469,-1.423682,F1703
54.484792,-1.567976,L3693
53.78552,-2.234141,712052
52.101809,-0.017376,E22103
55.113789,-1.620587,22006
50.541046,-3.550843,46110
54.387346,-1.936039,L2351
52.332181,0.438278,E21119
50.682229,-3.470109,45126
50.431183,-4.67963,49110
51.744674,-0.49654,2844TH
53.293005,0.297051,E1538
50.133798,-5.254647,48126
52.576492,1.516029,E23060
54.347769,-1.3567,L2314
54.60851,-1.549436,F3705
54.562827,-3.138777,750106
51.915339,-2.587573,055817_TG_323
52.453082,0.545246,E21838
52.739499,-1.353725,4204
52.735739,-2.994315,2175
51.883138,-2.061691,2671
51.403702,0.060218,4381TH
54.174308,-0.762132,F2502
53.070452,-0.196967,E4403
51.037463,-0.89988,E10368
51.150722,0.174763,E651
